THUMB, INDEX, MIDDLE, RING, LITTLE, LABEL
180, 23, 40, 171, 92, 2
170, 16, 20, 104, 135, 2
98, 10, 33, 177, 134, 2
165, 32, 33, 126, 113, 2
113, 9, 28, 172, 142, 2
124, 31, 34, 163, 150, 2
91, 9, 18, 132, 176, 2
98, 25, 45, 160, 158, 2
176, 22, 12, 129, 117, 2
161, 34, 35, 123, 153, 2
154, 19, 8, 171, 102, 2
173, 18, 41, 177, 144, 2
141, 0, 18, 122, 98, 2
174, 18, 27, 92, 111, 2
123, 13, 32, 120, 121, 2
92, 34, 42, 149, 158, 2
155, 10, 41, 135, 98, 2
179, 14, 29, 116, 129, 2
111, 39, 36, 147, 162, 2
135, 5, 35, 136, 176, 2
102, 21, 43, 177, 129, 2
93, 29, 1, 154, 151, 2
124, 18, 25, 180, 139, 2
108, 30, 15, 132, 170, 2
154, 28, 0, 133, 153, 2
160, 11, 17, 165, 100, 2
167, 30, 33, 178, 93, 2
169, 43, 22, 122, 101, 2
135, 33, 9, 148, 170, 2
150, 15, 19, 156, 121, 2
118, 4, 10, 177, 161, 2
173, 37, 11, 122, 124, 2
113, 44, 14, 93, 134, 2
136, 33, 3, 137, 144, 2
92, 18, 12, 105, 119, 2
145, 35, 26, 157, 100, 2
161, 37, 22, 97, 179, 2
132, 9, 19, 97, 110, 2
105, 19, 37, 122, 152, 2
91, 7, 23, 172, 141, 2
147, 22, 36, 105, 176, 2
163, 35, 44, 166, 154, 2
146, 2, 34, 116, 175, 2
102, 19, 4, 106, 145, 2
113, 40, 23, 112, 159, 2
98, 13, 36, 156, 140, 2
110, 19, 37, 107, 175, 2
96, 35, 10, 129, 150, 2
139, 26, 6, 162, 163, 2
169, 28, 43, 158, 153, 2
151, 32, 30, 98, 173, 2
176, 26, 17, 178, 121, 2
113, 20, 23, 111, 141, 2
142, 22, 39, 112, 100, 2
101, 18, 5, 129, 119, 2
120, 6, 29, 121, 161, 2
162, 13, 3, 90, 102, 2
100, 0, 43, 90, 96, 2
150, 9, 29, 177, 165, 2
143, 10, 23, 165, 119, 2
103, 43, 34, 130, 175, 2
170, 45, 2, 180, 155, 2
174, 9, 2, 103, 106, 2
124, 31, 2, 176, 97, 2
148, 33, 18, 166, 98, 2
108, 6, 4, 166, 165, 2
103, 36, 4, 94, 127, 2
158, 41, 35, 121, 116, 2
129, 38, 3, 119, 126, 2
176, 43, 15, 114, 164, 2
111, 15, 18, 123, 91, 2
100, 19, 40, 167, 163, 2
104, 24, 32, 157, 146, 2
115, 9, 38, 95, 137, 2
164, 21, 22, 153, 161, 2
107, 19, 21, 134, 176, 2
158, 4, 22, 95, 112, 2
142, 2, 13, 179, 171, 2
112, 25, 19, 125, 167, 2
135, 19, 44, 156, 157, 2
169, 0, 37, 113, 176, 2
119, 13, 12, 125, 152, 2
111, 2, 7, 123, 165, 2
116, 10, 18, 158, 144, 2
96, 39, 6, 155, 115, 2
111, 35, 26, 141, 107, 2
107, 24, 42, 114, 126, 2
133, 43, 8, 144, 113, 2
131, 17, 18, 108, 168, 2
162, 23, 30, 132, 154, 2
153, 11, 36, 103, 175, 2
129, 11, 30, 167, 121, 2
168, 37, 6, 91, 95, 2
167, 32, 5, 130, 123, 2
162, 17, 23, 144, 139, 2
147, 1, 43, 98, 180, 2
158, 12, 9, 134, 167, 2
159, 4, 17, 118, 152, 2
179, 17, 1, 149, 121, 2
164, 3, 24, 120, 156, 2
127, 31, 35, 167, 163, 2
145, 42, 18, 177, 106, 2
145, 43, 16, 145, 177, 2
175, 37, 16, 173, 161, 2
103, 14, 0, 103, 149, 2
153, 23, 5, 98, 154, 2
121, 5, 31, 109, 170, 2
135, 17, 1, 171, 151, 2
93, 6, 13, 141, 100, 2
164, 19, 17, 113, 145, 2
153, 6, 18, 165, 119, 2
127, 22, 4, 110, 155, 2
91, 23, 37, 159, 115, 2
123, 12, 36, 109, 96, 2
168, 15, 12, 163, 168, 2
138, 37, 25, 171, 164, 2
153, 18, 27, 165, 120, 2
121, 18, 18, 161, 97, 2
105, 18, 10, 114, 124, 2
180, 28, 15, 121, 113, 2
178, 1, 11, 132, 163, 2
106, 32, 36, 112, 129, 2
126, 18, 21, 178, 145, 2
101, 6, 8, 153, 149, 2
139, 29, 37, 144, 100, 2
177, 42, 18, 176, 180, 2
121, 12, 8, 107, 114, 2
165, 31, 35, 130, 141, 2
151, 22, 42, 109, 144, 2
154, 27, 10, 128, 180, 2
107, 13, 15, 132, 162, 2
117, 44, 25, 145, 177, 2
123, 34, 6, 109, 103, 2
122, 11, 0, 97, 176, 2
117, 19, 36, 139, 163, 2
145, 16, 35, 107, 92, 2
93, 10, 26, 100, 144, 2
131, 7, 29, 170, 103, 2
154, 17, 22, 157, 155, 2
129, 45, 18, 95, 169, 2
144, 45, 10, 119, 165, 2
169, 15, 2, 164, 122, 2
114, 18, 18, 168, 110, 2
147, 37, 4, 175, 149, 2
166, 41, 19, 115, 135, 2
112, 36, 43, 171, 92, 2
136, 11, 6, 90, 148, 2
93, 35, 3, 98, 138, 2
131, 29, 35, 124, 149, 2
126, 21, 29, 155, 122, 2
100, 19, 24, 98, 135, 2
165, 3, 44, 161, 157, 2
158, 36, 2, 143, 100, 2
157, 29, 15, 159, 178, 2
109, 3, 33, 157, 94, 2
126, 12, 45, 151, 172, 2
160, 23, 11, 103, 173, 2
102, 40, 39, 147, 93, 2
173, 30, 30, 103, 177, 2
125, 16, 17, 113, 170, 2
118, 11, 34, 108, 170, 2
162, 26, 14, 127, 153, 2
126, 4, 45, 180, 141, 2
137, 38, 10, 91, 124, 2
128, 19, 27, 174, 115, 2
135, 16, 14, 110, 171, 2
113, 39, 7, 143, 147, 2
156, 38, 42, 90, 178, 2
129, 41, 4, 167, 176, 2
135, 20, 8, 105, 91, 2
92, 30, 40, 152, 154, 2
153, 27, 22, 101, 161, 2
150, 7, 45, 174, 101, 2
130, 24, 43, 141, 126, 2
160, 2, 7, 99, 126, 2
146, 20, 2, 143, 137, 2
148, 9, 3, 129, 142, 2
129, 5, 45, 105, 144, 2
165, 4, 1, 121, 125, 2
137, 21, 35, 136, 119, 2
169, 34, 7, 115, 119, 2
22, 34, 22, 128, 164, 3
10, 20, 7, 125, 106, 3
28, 11, 27, 130, 100, 3
33, 40, 37, 101, 95, 3
24, 18, 32, 124, 175, 3
30, 6, 27, 178, 151, 3
13, 7, 27, 177, 159, 3
42, 17, 12, 113, 92, 3
15, 18, 4, 124, 111, 3
6, 6, 39, 144, 175, 3
6, 26, 2, 178, 151, 3
26, 25, 20, 161, 168, 3
45, 40, 35, 116, 118, 3
44, 11, 12, 132, 113, 3
21, 21, 26, 111, 164, 3
44, 5, 38, 137, 165, 3
5, 21, 30, 157, 147, 3
26, 35, 25, 140, 174, 3
33, 10, 35, 159, 148, 3
22, 8, 0, 124, 167, 3
24, 33, 17, 133, 127, 3
10, 23, 33, 170, 137, 3
9, 11, 5, 90, 97, 3
2, 13, 8, 116, 92, 3
39, 25, 7, 150, 99, 3
16, 19, 9, 137, 128, 3
39, 16, 15, 112, 116, 3
37, 42, 22, 163, 130, 3
19, 0, 13, 129, 151, 3
33, 39, 8, 172, 163, 3
39, 31, 31, 153, 124, 3
37, 23, 42, 132, 126, 3
25, 14, 24, 148, 171, 3
11, 17, 31, 128, 167, 3
10, 17, 21, 146, 149, 3
18, 23, 23, 131, 136, 3
10, 45, 18, 180, 179, 3
40, 29, 42, 98, 102, 3
26, 37, 4, 169, 96, 3
45, 2, 35, 163, 140, 3
42, 38, 3, 106, 160, 3
31, 45, 7, 130, 103, 3
15, 7, 7, 103, 150, 3
15, 30, 26, 97, 151, 3
2, 3, 19, 95, 166, 3
13, 35, 41, 147, 165, 3
12, 14, 28, 107, 132, 3
5, 27, 27, 176, 132, 3
41, 30, 32, 111, 134, 3
14, 28, 36, 164, 161, 3
21, 0, 39, 127, 111, 3
45, 25, 28, 107, 110, 3
13, 0, 44, 130, 93, 3
19, 3, 29, 94, 101, 3
28, 18, 11, 158, 162, 3
43, 43, 22, 95, 137, 3
26, 30, 41, 143, 100, 3
29, 14, 42, 107, 139, 3
23, 26, 24, 126, 161, 3
27, 40, 5, 131, 136, 3
2, 34, 14, 130, 121, 3
35, 12, 27, 103, 153, 3
14, 45, 33, 179, 165, 3
22, 11, 3, 139, 154, 3
4, 4, 36, 117, 159, 3
43, 23, 12, 120, 139, 3
4, 23, 27, 135, 117, 3
26, 40, 21, 149, 120, 3
10, 12, 4, 178, 150, 3
36, 25, 29, 145, 99, 3
31, 1, 24, 172, 126, 3
16, 8, 21, 130, 126, 3
13, 30, 25, 145, 180, 3
16, 21, 8, 156, 151, 3
23, 7, 21, 129, 120, 3
33, 23, 40, 148, 157, 3
41, 45, 13, 166, 163, 3
44, 28, 12, 128, 110, 3
10, 10, 12, 109, 175, 3
42, 45, 31, 166, 136, 3
33, 10, 29, 135, 177, 3
45, 34, 32, 153, 132, 3
16, 36, 17, 95, 132, 3
17, 7, 31, 111, 102, 3
40, 28, 15, 161, 105, 3
32, 33, 29, 103, 136, 3
5, 2, 38, 178, 90, 3
12, 21, 7, 95, 92, 3
18, 2, 39, 98, 168, 3
37, 20, 17, 115, 151, 3
16, 43, 2, 92, 142, 3
43, 39, 3, 156, 92, 3
15, 7, 23, 116, 113, 3
40, 22, 3, 164, 149, 3
25, 8, 33, 133, 175, 3
1, 3, 32, 104, 105, 3
18, 27, 9, 178, 177, 3
2, 0, 0, 144, 167, 3
21, 18, 41, 167, 125, 3
21, 45, 12, 108, 121, 3
6, 9, 13, 92, 91, 3
14, 26, 21, 160, 173, 3
14, 7, 2, 90, 167, 3
30, 44, 18, 111, 116, 3
36, 7, 23, 104, 153, 3
23, 11, 32, 118, 124, 3
6, 4, 18, 146, 98, 3
13, 24, 0, 95, 178, 3
24, 16, 20, 99, 156, 3
24, 42, 30, 131, 125, 3
37, 45, 24, 117, 175, 3
5, 2, 29, 108, 168, 3
0, 16, 9, 155, 134, 3
44, 42, 3, 103, 92, 3
33, 43, 23, 110, 143, 3
40, 41, 37, 132, 156, 3
25, 20, 31, 99, 110, 3
34, 39, 10, 163, 114, 3
7, 42, 10, 151, 169, 3
6, 35, 26, 95, 140, 3
9, 35, 13, 102, 175, 3
29, 34, 8, 166, 168, 3
10, 22, 17, 138, 149, 3
25, 31, 29, 174, 111, 3
35, 15, 33, 151, 99, 3
30, 31, 13, 144, 99, 3
5, 28, 29, 161, 142, 3
33, 5, 31, 133, 162, 3
40, 41, 19, 115, 141, 3
36, 15, 19, 168, 101, 3
27, 39, 18, 135, 123, 3
21, 31, 19, 136, 121, 3
33, 23, 21, 180, 161, 3
20, 32, 8, 101, 115, 3
5, 33, 9, 152, 118, 3
4, 21, 44, 167, 120, 3
21, 42, 42, 126, 111, 3
0, 15, 35, 153, 127, 3
2, 45, 42, 115, 166, 3
19, 41, 10, 138, 141, 3
33, 27, 19, 168, 100, 3
33, 34, 41, 109, 101, 3
13, 41, 25, 114, 172, 3
12, 26, 9, 111, 168, 3
11, 32, 35, 168, 91, 3
35, 3, 26, 118, 170, 3
19, 11, 13, 168, 148, 3
10, 39, 21, 167, 130, 3
27, 22, 36, 165, 112, 3
7, 38, 45, 116, 146, 3
25, 20, 38, 153, 133, 3
15, 21, 28, 108, 101, 3
34, 29, 10, 118, 163, 3
25, 15, 26, 100, 135, 3
13, 15, 1, 122, 128, 3
39, 41, 20, 142, 99, 3
33, 16, 37, 125, 110, 3
17, 41, 18, 179, 175, 3
32, 39, 16, 165, 171, 3
13, 21, 17, 129, 101, 3
25, 41, 37, 132, 132, 3
19, 39, 41, 173, 125, 3
27, 22, 12, 120, 138, 3
39, 25, 21, 111, 171, 3
42, 35, 32, 177, 90, 3
17, 31, 36, 103, 160, 3
26, 2, 41, 132, 112, 3
43, 40, 5, 138, 123, 3
36, 34, 27, 137, 111, 3
19, 6, 17, 156, 98, 3
34, 23, 15, 176, 92, 3
28, 9, 3, 148, 120, 3
24, 36, 12, 151, 163, 3
10, 6, 18, 180, 149, 3
34, 45, 24, 116, 135, 3
12, 26, 11, 137, 167, 3
19, 18, 20, 157, 100, 3
6, 24, 36, 117, 119, 3
21, 44, 0, 173, 149, 3
23, 1, 34, 154, 169, 3
31, 34, 14, 146, 101, 3
26, 11, 4, 99, 177, 3
40, 44, 9, 98, 173, 3
43, 25, 44, 177, 131, 3
11, 37, 19, 134, 180, 3
31, 32, 21, 102, 139, 3
30, 24, 44, 128, 166, 3
22, 12, 21, 126, 113, 3
25, 26, 33, 106, 128, 3
6, 32, 12, 146, 168, 3
6, 13, 15, 151, 134, 3
41, 16, 12, 97, 141, 3
0, 8, 21, 91, 116, 3
0, 14, 36, 138, 176, 3
43, 8, 21, 156, 173, 3
25, 5, 4, 129, 123, 3
29, 22, 13, 167, 149, 3
27, 1, 6, 121, 168, 3
11, 4, 14, 137, 164, 3
0, 17, 7, 146, 139, 3
31, 15, 12, 163, 172, 3
32, 9, 20, 100, 150, 3
3, 16, 30, 155, 133, 3
18, 41, 42, 172, 101, 3
1, 39, 39, 163, 177, 3
6, 26, 4, 118, 117, 3
9, 44, 1, 142, 178, 3
24, 35, 30, 154, 90, 3
31, 10, 9, 90, 178, 3
24, 17, 34, 155, 137, 3
9, 40, 33, 115, 158, 3
41, 28, 4, 134, 149, 3
29, 38, 33, 159, 123, 3
26, 43, 22, 162, 105, 3
3, 30, 26, 120, 132, 3
14, 45, 13, 163, 112, 3
32, 41, 32, 120, 180, 3
31, 3, 29, 122, 172, 3
25, 43, 8, 130, 146, 3
34, 22, 16, 179, 169, 3
29, 10, 34, 124, 133, 3
23, 22, 22, 150, 107, 3
30, 11, 39, 140, 155, 3
9, 23, 36, 127, 112, 3
45, 11, 18, 146, 145, 3
7, 5, 35, 108, 178, 3
1, 6, 28, 132, 166, 3
21, 27, 3, 109, 122, 3
36, 3, 27, 123, 179, 3
33, 14, 20, 177, 97, 3
23, 27, 8, 109, 100, 3
18, 2, 26, 119, 160, 3
9, 28, 28, 119, 168, 3
27, 41, 31, 153, 112, 3
2, 1, 45, 119, 107, 3
19, 32, 35, 178, 106, 3
37, 31, 6, 152, 178, 3
9, 29, 23, 119, 128, 3
25, 1, 43, 146, 105, 3
32, 43, 6, 116, 109, 3
9, 14, 12, 124, 140, 3
17, 37, 0, 155, 178, 3
14, 6, 36, 143, 167, 3
8, 35, 36, 105, 155, 3
41, 12, 4, 105, 132, 3
0, 7, 9, 124, 180, 3
41, 2, 44, 135, 146, 3
31, 34, 42, 169, 95, 3
25, 3, 0, 94, 148, 3
7, 24, 27, 114, 151, 3
16, 39, 3, 133, 108, 3
8, 21, 38, 142, 117, 3
12, 14, 11, 124, 178, 3
28, 19, 2, 99, 135, 3
27, 6, 4, 122, 136, 3
35, 15, 6, 155, 98, 3
26, 15, 24, 126, 137, 3
42, 30, 12, 132, 146, 3
21, 40, 5, 168, 120, 3
30, 8, 9, 99, 115, 3
19, 19, 23, 151, 114, 3
22, 26, 15, 104, 96, 3
23, 39, 18, 103, 132, 3
10, 38, 28, 142, 143, 3
25, 25, 32, 177, 180, 3
36, 39, 12, 90, 151, 3
27, 37, 20, 165, 164, 3
37, 8, 14, 138, 96, 3
23, 39, 3, 96, 110, 3
44, 22, 19, 94, 161, 3
34, 41, 10, 100, 102, 3
41, 10, 15, 110, 99, 3
25, 7, 23, 112, 121, 3
31, 21, 29, 90, 147, 3
4, 12, 2, 107, 91, 3
30, 8, 20, 95, 112, 3
9, 30, 27, 153, 129, 3
20, 29, 45, 156, 134, 3
45, 36, 17, 93, 160, 3
12, 31, 16, 135, 94, 3
45, 33, 43, 169, 104, 3
44, 1, 18, 93, 174, 3
26, 32, 1, 147, 178, 3
7, 28, 21, 176, 93, 3
15, 20, 23, 157, 148, 3
28, 27, 44, 121, 167, 3
20, 9, 37, 171, 90, 3
21, 42, 7, 170, 108, 3
36, 32, 25, 141, 145, 3
8, 19, 17, 138, 93, 3
16, 27, 34, 148, 115, 3
5, 23, 24, 169, 168, 3
0, 37, 25, 121, 153, 3
41, 43, 28, 110, 121, 3
3, 43, 28, 102, 174, 3
14, 32, 9, 102, 160, 3
7, 6, 43, 93, 177, 3
19, 27, 10, 124, 178, 3
38, 0, 27, 127, 130, 3
44, 10, 5, 128, 106, 3
41, 15, 44, 180, 169, 3
23, 41, 30, 152, 130, 3
38, 37, 21, 149, 99, 3
1, 13, 39, 103, 115, 3
18, 2, 9, 137, 161, 3
11, 17, 8, 152, 152, 3
26, 21, 25, 119, 139, 3
7, 20, 35, 142, 168, 3
22, 12, 21, 160, 138, 3
33, 39, 39, 175, 119, 3
14, 5, 15, 117, 138, 3
28, 0, 25, 174, 143, 3
42, 8, 38, 108, 98, 3
29, 21, 29, 137, 117, 3
38, 24, 29, 101, 100, 3
39, 45, 1, 134, 116, 3
14, 28, 1, 138, 90, 3
42, 5, 4, 154, 108, 3
8, 34, 2, 170, 121, 3
6, 27, 3, 143, 138, 3
18, 17, 23, 96, 149, 3
3, 23, 20, 148, 131, 3
22, 12, 31, 131, 134, 3
30, 36, 32, 174, 176, 3
16, 23, 27, 113, 175, 3
32, 35, 9, 141, 109, 3
2, 23, 7, 124, 153, 3
44, 7, 17, 113, 168, 3
7, 31, 4, 172, 132, 3
21, 6, 42, 172, 160, 3
12, 20, 12, 99, 114, 3
14, 26, 26, 159, 131, 3
13, 0, 15, 143, 157, 3
39, 11, 13, 92, 109, 3
4, 8, 10, 100, 112, 3
31, 2, 16, 116, 108, 3
10, 35, 5, 95, 145, 3
27, 20, 39, 161, 168, 3
32, 27, 45, 114, 126, 3
37, 43, 5, 101, 95, 3
33, 45, 30, 171, 122, 3
8, 28, 26, 95, 132, 3
39, 8, 42, 135, 99, 3
4, 5, 4, 170, 125, 3
41, 17, 43, 119, 180, 3
6, 43, 15, 141, 105, 3
41, 5, 12, 179, 153, 3
34, 11, 19, 107, 169, 3
20, 19, 9, 109, 95, 3
13, 29, 28, 104, 149, 3
42, 0, 20, 151, 108, 3
32, 27, 21, 134, 138, 3
7, 13, 3, 104, 172, 3
25, 6, 20, 165, 153, 3
14, 23, 39, 155, 172, 3
35, 20, 11, 144, 121, 3
17, 42, 29, 144, 173, 3
4, 24, 39, 133, 179, 3
20, 31, 41, 140, 138, 3
34, 7, 24, 128, 115, 3
6, 7, 2, 108, 133, 3
3, 2, 32, 109, 167, 3
14, 9, 35, 126, 179, 3
4, 13, 8, 94, 178, 3
4, 33, 9, 157, 175, 3
7, 34, 32, 141, 178, 3
13, 27, 38, 108, 97, 3
39, 6, 15, 127, 103, 3
13, 3, 19, 173, 154, 3
39, 16, 2, 164, 122, 3
22, 42, 17, 99, 162, 3
38, 38, 1, 90, 151, 3
42, 41, 26, 142, 131, 3
21, 29, 42, 178, 145, 3
2, 34, 1, 129, 98, 3
20, 20, 14, 141, 107, 3
17, 15, 44, 168, 131, 3
14, 26, 3, 101, 147, 3
9, 34, 6, 92, 116, 3
23, 5, 16, 137, 160, 3
25, 24, 14, 116, 141, 3
12, 36, 16, 124, 124, 3
32, 39, 3, 92, 141, 3
20, 33, 2, 103, 94, 3
8, 35, 4, 118, 179, 3
32, 14, 36, 113, 163, 3
34, 34, 20, 161, 160, 3
14, 28, 20, 103, 152, 3
37, 40, 7, 145, 153, 3
36, 44, 5, 169, 126, 3
41, 25, 44, 136, 118, 3
45, 4, 33, 172, 95, 3
7, 3, 12, 98, 97, 3
22, 32, 22, 147, 172, 3
9, 18, 3, 132, 91, 3
33, 7, 14, 145, 161, 3
10, 3, 7, 127, 135, 3
26, 5, 33, 123, 150, 3
12, 14, 7, 143, 159, 3
14, 26, 31, 109, 110, 3
10, 1, 45, 138, 165, 3
11, 28, 41, 128, 115, 3
22, 44, 23, 130, 109, 3
10, 39, 2, 156, 157, 3
19, 28, 8, 144, 144, 3
43, 35, 16, 153, 118, 3
38, 42, 17, 178, 141, 3
36, 21, 19, 150, 134, 3
36, 5, 1, 160, 92, 3
16, 10, 10, 138, 167, 3
8, 30, 10, 165, 171, 3
32, 2, 25, 93, 134, 3
2, 42, 20, 159, 142, 3
29, 42, 26, 125, 164, 3
16, 15, 6, 141, 130, 3
16, 5, 11, 175, 113, 3
7, 44, 22, 156, 98, 3
31, 37, 1, 97, 133, 3
16, 30, 42, 171, 141, 3
42, 10, 21, 144, 156, 3
13, 41, 34, 118, 135, 3
2, 8, 43, 105, 99, 3
34, 38, 24, 116, 120, 3
19, 41, 26, 129, 122, 3
25, 3, 17, 115, 100, 3
27, 42, 33, 110, 178, 3
36, 39, 20, 159, 113, 3
7, 31, 27, 168, 140, 3
42, 30, 28, 125, 119, 3
33, 41, 22, 137, 150, 3
33, 7, 45, 152, 162, 3
0, 35, 20, 110, 146, 3
29, 44, 24, 134, 96, 3
43, 17, 15, 169, 139, 3
17, 32, 34, 168, 154, 3
10, 5, 12, 175, 146, 3
27, 26, 12, 110, 162, 3
28, 4, 2, 177, 168, 3
33, 26, 45, 112, 172, 3
25, 3, 43, 153, 91, 3
40, 10, 38, 105, 117, 3
22, 0, 34, 133, 128, 3
34, 16, 17, 111, 141, 3
37, 22, 34, 148, 157, 3
41, 28, 19, 106, 122, 3
29, 35, 44, 175, 131, 3
20, 11, 37, 106, 141, 3
24, 32, 38, 143, 102, 3
15, 40, 31, 157, 153, 3
35, 2, 22, 101, 168, 3
42, 34, 29, 139, 135, 3
17, 11, 19, 139, 132, 3
0, 26, 39, 138, 127, 3
24, 17, 8, 143, 177, 3
8, 4, 26, 156, 129, 3
25, 11, 13, 173, 165, 3
45, 32, 6, 118, 106, 3
21, 26, 41, 153, 155, 3
44, 30, 10, 129, 146, 3
5, 8, 1, 110, 92, 3
25, 26, 17, 120, 92, 3
8, 2, 28, 141, 175, 3
34, 33, 19, 127, 118, 3
15, 8, 30, 165, 92, 3
41, 14, 13, 107, 114, 3
31, 22, 34, 179, 95, 3
33, 38, 1, 96, 120, 3
21, 40, 12, 167, 151, 3
9, 14, 13, 150, 158, 3
37, 36, 5, 139, 166, 3
37, 15, 38, 171, 179, 3
30, 11, 37, 160, 153, 3
17, 20, 19, 113, 126, 3
13, 9, 6, 138, 155, 3
8, 2, 41, 164, 180, 3
13, 33, 3, 176, 180, 3
10, 13, 27, 120, 145, 3
19, 11, 36, 180, 107, 3
18, 32, 14, 118, 121, 3
13, 20, 20, 129, 160, 3
30, 34, 38, 130, 121, 3
30, 18, 30, 113, 157, 3
37, 24, 45, 120, 90, 3
41, 15, 17, 126, 176, 3
3, 32, 35, 128, 121, 3
30, 13, 36, 174, 170, 3
34, 22, 44, 136, 141, 3
18, 2, 26, 178, 97, 3
18, 28, 14, 133, 144, 3
11, 41, 22, 178, 95, 3
7, 32, 7, 133, 163, 3
22, 5, 43, 169, 127, 3
35, 22, 35, 143, 179, 3
1, 31, 8, 156, 97, 3
2, 37, 45, 179, 173, 3
43, 8, 23, 112, 142, 3
10, 2, 39, 93, 164, 3
7, 13, 38, 97, 165, 3
10, 32, 20, 126, 170, 3
21, 20, 30, 141, 132, 3
93, 26, 4, 22, 11, 4
166, 21, 20, 29, 44, 4
156, 41, 14, 38, 29, 4
165, 28, 35, 14, 31, 4
167, 45, 4, 11, 10, 4
123, 7, 22, 18, 42, 4
154, 6, 21, 45, 10, 4
91, 18, 41, 42, 4, 4
171, 24, 31, 42, 34, 4
140, 19, 37, 2, 13, 4
138, 12, 17, 16, 7, 4
125, 29, 28, 1, 35, 4
173, 45, 6, 19, 26, 4
169, 33, 17, 40, 33, 4
119, 42, 15, 21, 24, 4
133, 41, 41, 34, 40, 4
162, 23, 40, 39, 36, 4
163, 18, 23, 10, 23, 4
179, 8, 8, 40, 27, 4
122, 37, 30, 42, 44, 4
98, 32, 45, 0, 20, 4
155, 43, 25, 30, 43, 4
104, 20, 20, 17, 19, 4
165, 22, 33, 32, 10, 4
98, 21, 42, 16, 20, 4
105, 25, 36, 4, 15, 4
149, 23, 19, 12, 40, 4
101, 1, 30, 3, 21, 4
178, 16, 15, 1, 19, 4
104, 39, 24, 2, 10, 4
120, 11, 30, 31, 44, 4
164, 36, 26, 7, 2, 4
134, 26, 28, 17, 31, 4
155, 17, 42, 31, 14, 4
172, 17, 9, 2, 43, 4
160, 38, 41, 7, 16, 4
104, 30, 41, 15, 34, 4
176, 8, 22, 40, 38, 4
135, 21, 25, 39, 33, 4
173, 33, 14, 24, 7, 4
159, 29, 45, 41, 39, 4
104, 41, 6, 28, 44, 4
160, 44, 7, 45, 11, 4
154, 10, 40, 3, 8, 4
112, 14, 26, 3, 40, 4
105, 41, 19, 15, 38, 4
171, 33, 10, 10, 7, 4
153, 11, 45, 24, 42, 4
110, 45, 15, 22, 21, 4
120, 10, 42, 6, 23, 4
107, 43, 4, 14, 7, 4
138, 7, 32, 30, 35, 4
122, 25, 42, 43, 2, 4
170, 25, 27, 30, 20, 4
102, 14, 18, 17, 4, 4
131, 31, 40, 19, 18, 4
173, 22, 26, 42, 28, 4
116, 21, 22, 1, 44, 4
162, 3, 45, 19, 44, 4
114, 20, 24, 25, 42, 4
150, 21, 2, 8, 4, 4
131, 16, 36, 20, 16, 4
139, 32, 25, 17, 16, 4
180, 27, 25, 20, 33, 4
177, 41, 25, 21, 37, 4
131, 36, 31, 26, 28, 4
103, 0, 25, 33, 19, 4
92, 10, 25, 2, 43, 4
171, 3, 45, 36, 29, 4
180, 11, 4, 20, 34, 4
100, 35, 13, 28, 44, 4
103, 41, 42, 4, 2, 4
132, 8, 45, 5, 34, 4
125, 28, 39, 12, 13, 4
156, 4, 31, 6, 27, 4
121, 35, 42, 22, 41, 4
176, 8, 12, 23, 20, 4
170, 22, 37, 42, 31, 4
176, 43, 1, 40, 37, 4
135, 13, 7, 29, 3, 4
167, 11, 39, 6, 11, 4
116, 7, 13, 8, 35, 4
129, 23, 27, 21, 0, 4
127, 25, 14, 7, 38, 4
157, 1, 10, 22, 41, 4
135, 18, 21, 13, 13, 4
151, 31, 45, 5, 35, 4
104, 38, 34, 0, 43, 4
122, 35, 29, 25, 38, 4
144, 19, 39, 34, 33, 4
166, 22, 39, 3, 43, 4
153, 16, 3, 33, 15, 4
127, 5, 0, 21, 11, 4
133, 25, 38, 6, 36, 4
156, 37, 0, 29, 6, 4
121, 8, 4, 37, 30, 4
98, 0, 24, 20, 22, 4
128, 35, 34, 45, 13, 4
119, 3, 42, 16, 6, 4
156, 14, 1, 3, 44, 4
101, 3, 42, 29, 21, 4
141, 33, 29, 33, 40, 4
92, 19, 14, 37, 27, 4
92, 42, 28, 44, 14, 4
124, 31, 19, 38, 34, 4
172, 38, 41, 28, 37, 4
166, 8, 4, 4, 43, 4
122, 26, 6, 5, 29, 4
169, 28, 28, 21, 43, 4
105, 2, 7, 13, 24, 4
169, 8, 37, 8, 43, 4
99, 7, 13, 18, 27, 4
163, 15, 32, 35, 27, 4
113, 19, 18, 8, 13, 4
125, 12, 17, 39, 5, 4
99, 43, 28, 42, 20, 4
138, 26, 12, 5, 44, 4
107, 0, 45, 21, 9, 4
107, 30, 21, 34, 27, 4
143, 26, 13, 1, 11, 4
176, 21, 45, 27, 22, 4
97, 44, 35, 44, 43, 4
141, 34, 20, 7, 5, 4
116, 40, 5, 37, 25, 4
107, 18, 8, 40, 3, 4
111, 17, 29, 26, 24, 4
94, 2, 6, 2, 37, 4
138, 40, 9, 34, 6, 4
152, 6, 28, 9, 32, 4
120, 32, 34, 42, 35, 4
144, 2, 26, 27, 19, 4
174, 43, 41, 24, 22, 4
94, 43, 26, 10, 20, 4
116, 1, 19, 44, 1, 4
139, 26, 45, 31, 26, 4
177, 40, 22, 7, 17, 4
99, 20, 30, 7, 33, 4
159, 2, 38, 45, 40, 4
104, 18, 14, 35, 22, 4
107, 6, 4, 6, 42, 4
